DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/07/2018,22:15,BROOKLYN,11238,40.67828,-73.958855,"(40.67828, -73.958855)",CLASSON AVENUE                  ,DEAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3879260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,22:15,,,40.713104,-73.83375,"(40.713104, -73.83375)",UNION TURNPIKE                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877094,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/07/2018,22:30,MANHATTAN,10036,40.760403,-73.98748,"(40.760403, -73.98748)",8 AVENUE                        ,WEST 47 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877150,BU,SPORT UTILITY / STATION WAGON,,,
04/07/2018,22:30,MANHATTAN,10036,40.760403,-73.98748,"(40.760403, -73.98748)",8 AVENUE                        ,WEST 47 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877294,TAXI,,,,
04/07/2018,22:40,,,40.643604,-73.94301,"(40.643604, -73.94301)",BROOKLYN AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,22:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876648,PASSENGER VEHICLE,,,,
04/07/2018,22:45,MANHATTAN,10037,40.818516,-73.93765,"(40.818516, -73.93765)",WEST 142 STREET                 ,LENOX AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3876943,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,22:48,,,40.6229,-74.14943,"(40.6229, -74.14943)",,,985       RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3876682,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,22:52,MANHATTAN,10034,40.869316,-73.91674,"(40.869316, -73.91674)",BROADWAY                        ,WEST 214 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3877445,TAXI,PASSENGER VEHICLE,,,
04/07/2018,22:55,,,40.763657,-73.97347,"(40.763657, -73.97347)",WEST 58 STREET                  ,,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3877842,TK,TAXI,,,
04/07/2018,22:58,QUEENS,11367,40.726135,-73.82637,"(40.726135, -73.82637)",,,136-71    71 ROAD                       ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3876986,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,23:00,,,40.804066,-73.93117,"(40.804066, -73.93117)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,Unspecified,,,3877809,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/07/2018,23:00,,,40.674,-73.960396,"(40.674, -73.960396)",STERLING PLACE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3877829,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,23:19,MANHATTAN,10001,40.75024,-73.998604,"(40.75024, -73.998604)",9 AVENUE                        ,WEST 29 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878734,TAXI,TAXI,,,
04/07/2018,23:19,,,40.604153,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,,3877738,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,23:20,QUEENS,11369,40.76401,-73.881165,"(40.76401, -73.881165)",,,88-05     ASTORIA BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877232,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,23:23,BRONX,10457,40.84434,-73.892044,"(40.84434, -73.892044)",CROTONA AVENUE                  ,FAIRMOUNT PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876840,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,23:25,MANHATTAN,10001,40.753925,-73.99761,"(40.753925, -73.99761)",WEST 34 STREET                  ,DYER AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879757,BU,TK,,,
04/07/2018,23:30,STATEN ISLAND,10305,40.615055,-74.064255,"(40.615055, -74.064255)",,,31        HYLAN BOULEVARD               ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3877083,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/07/2018,23:30,,,40.66305,-73.848564,"(40.66305, -73.848564)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3877153,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,23:34,BROOKLYN,11203,40.655575,-73.926895,"(40.655575, -73.926895)",LENOX ROAD                      ,EAST 54 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877376,PASSENGER VEHICLE,,,,
04/07/2018,23:40,,,40.640568,-73.91391,"(40.640568, -73.91391)",FARRAGUT ROAD                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3877327,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,23:40,BROOKLYN,11201,40.694794,-73.98246,"(40.694794, -73.98246)",PRINCE STREET                   ,JOHNSON STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3877157,PASSENGER VEHICLE,,,,
04/07/2018,23:46,MANHATTAN,10065,40.760536,-73.95836,"(40.760536, -73.95836)",YORK AVENUE                     ,EAST 62 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877467,SPORT UTILITY / STATION WAGON,TAXI,,,
04/07/2018,23:46,,,40.85487,-73.88619,"(40.85487, -73.88619)",EAST 187 STREET                 ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3876849,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,23:50,MANHATTAN,10036,40.756565,-73.99028,"(40.756565, -73.99028)",WEST 41 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3876815,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,23:52,,,40.88528,-73.82172,"(40.88528, -73.82172)",NEW ENGLAND THRUWAY             ,,,1,0,0,0,0,0,1,0,Illness,Unspecified,,,,3877470,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,23:56,,,40.72787,-73.92913,"(40.72787, -73.92913)",BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3876607,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,2:00,MANHATTAN,10018,40.755756,-73.992226,"(40.755756, -73.992226)",,,330       WEST 39 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876800,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,2:00,,,,,,SMITH STREET                    ,HOYT STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3877414,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/07/2018,2:00,,,40.72766,-74.001396,"(40.72766, -74.001396)",WEST HOUSTON STREET             ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3876883,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,2:06,,,40.77077,-73.91727,"(40.77077, -73.91727)",31 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876907,MOTORCYCLE,PASSENGER VEHICLE,,,
04/07/2018,2:08,BRONX,10453,40.853813,-73.90851,"(40.853813, -73.90851)",WEST BURNSIDE AVENUE            ,DAVIDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876367,SPORT UTILITY / STATION WAGON,,,,
04/07/2018,2:10,QUEENS,11101,40.73911,-73.943,"(40.73911, -73.943)",27 STREET                       ,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876289,SPORT UTILITY / STATION WAGON,,,,
04/07/2018,2:12,BRONX,10459,40.820305,-73.89083,"(40.820305, -73.89083)",BRUCKNER BOULEVARD              ,HUNTS POINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876594,PASSENGER VEHICLE,,,,
04/07/2018,2:20,,,40.696556,-73.98091,"(40.696556, -73.98091)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3876437,PASSENGER VEHICLE,,,,
04/07/2018,2:20,,,40.73361,-73.92385,"(40.73361, -73.92385)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Speed,,,,3879513,TAXI,PASSENGER VEHICLE,,,
04/07/2018,2:20,,,40.815006,-73.93424,"(40.815006, -73.93424)",HARLEM RIVER DRIVE RAMP         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876942,TAXI,PASSENGER VEHICLE,,,
04/07/2018,2:20,,,40.798904,-73.919106,"(40.798904, -73.919106)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3876725,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,2:30,,,40.76548,-73.913704,"(40.76548, -73.913704)",STEINWAY STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876908,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,2:55,BRONX,10459,40.81969,-73.90161,"(40.81969, -73.90161)",PROSPECT AVENUE                 ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877263,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,3:05,BROOKLYN,11218,40.647625,-73.97727,"(40.647625, -73.97727)",CATON AVENUE                    ,EAST 4 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876701,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/07/2018,3:07,BRONX,10467,40.872173,-73.86319,"(40.872173, -73.86319)",BARNES AVENUE                   ,SOUTH OAK DRIVE,,0,0,0,0,0,0,0,0,Driver Inexperience,Traffic Control Disregarded,,,,3876744,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,3:15,QUEENS,11372,40.75673,-73.874214,"(40.75673, -73.874214)",NORTHERN BOULEVARD              ,94 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3876296,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/07/2018,3:20,,,40.752853,-73.99299,"(40.752853, -73.99299)",WEST 35 STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3876347,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,3:25,QUEENS,11358,40.749783,-73.80289,"(40.749783, -73.80289)",OAK AVENUE                      ,164 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876491,PICK-UP TRUCK,,,,
04/07/2018,3:30,,,40.620472,-74.134605,"(40.620472, -74.134605)",,,329       MAINE AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3876307,PASSENGER VEHICLE,,,,
04/07/2018,3:35,,,40.87142,-73.86615,"(40.87142, -73.86615)",CRUGER AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876368,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,3:45,BROOKLYN,11226,40.65487,-73.96191,"(40.65487, -73.96191)",OCEAN AVENUE                    ,PARKSIDE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,3876572,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
04/07/2018,3:45,,,40.717014,-73.82971,"(40.717014, -73.82971)",GRAND CENTRAL PKWY              ,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,3876370,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,3:50,BROOKLYN,11206,40.703545,-73.93174,"(40.703545, -73.93174)",FLUSHING AVENUE                 ,FORREST STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3877192,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,3:50,,,40.641422,-74.01782,"(40.641422, -74.01782)",4 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876332,PASSENGER VEHICLE,,,,
04/07/2018,4:00,MANHATTAN,10011,40.74047,-73.99829,"(40.74047, -73.99829)",7 AVENUE                        ,WEST 17 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3877769,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,4:00,,,40.646328,-73.91276,"(40.646328, -73.91276)",REMSEN AVENUE                   ,AVENUE D,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,,,3876479,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/07/2018,4:05,BRONX,10454,40.804256,-73.9193,"(40.804256, -73.9193)",EAST 134 STREET                 ,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,3876724,DS,PASSENGER VEHICLE,,,
04/07/2018,4:10,,,,,,,,200       Gulf Ave                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3876311,SPORT UTILITY / STATION WAGON,,,,
04/07/2018,4:11,,,40.594616,-73.99743,"(40.594616, -73.99743)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Obstruction/Debris,,,,,3876327,PASSENGER VEHICLE,,,,
04/07/2018,4:15,BROOKLYN,11233,40.676224,-73.90888,"(40.676224, -73.90888)",,,2304      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3876317,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/07/2018,4:25,,,40.84647,-73.92633,"(40.84647, -73.92633)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,3876364,TAXI,,,,
04/07/2018,4:30,,,,,,LIBERTY AVENUE                  ,VANWYCK EXPRESSWAY,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3876471,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,4:34,,,40.7842,-73.942215,"(40.7842, -73.942215)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876976,SPORT UTILITY / STATION WAGON,TAXI,,,
04/07/2018,4:40,BROOKLYN,11237,40.706837,-73.9248,"(40.706837, -73.9248)",,,1182      FLUSHING AVENUE               ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877193,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/07/2018,4:43,QUEENS,11385,40.713062,-73.90891,"(40.713062, -73.90891)",METROPOLITAN AVENUE             ,ANDREWS AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3876383,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,4:44,MANHATTAN,10022,40.76155,-73.96659,"(40.76155, -73.96659)",3 AVENUE                        ,EAST 59 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3876380,SPORT UTILITY / STATION WAGON,TAXI,,,
04/07/2018,4:45,,,40.861744,-73.911804,"(40.861744, -73.911804)",WEST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3876561,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,4:54,,,40.843994,-73.89752,"(40.843994, -73.89752)",CROSS BRONX EXPRESSWAY          ,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3876913,TK,PASSENGER VEHICLE,,,
04/07/2018,5:00,BROOKLYN,11226,40.642097,-73.94674,"(40.642097, -73.94674)",,,356       EAST 32 STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3877365,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,5:15,QUEENS,11101,40.74622,-73.94553,"(40.74622, -73.94553)",45 ROAD                         ,23 STREET,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3878469,PASSENGER VEHICLE,,,,
04/07/2018,5:40,QUEENS,11435,40.686825,-73.7943,"(40.686825, -73.7943)",,,113-03    SUTPHIN BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3876519,PASSENGER VEHICLE,,,,
04/07/2018,5:50,,,40.8492,-73.82716,"(40.8492, -73.82716)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878515,SPORT UTILITY / STATION WAGON,,,,
04/07/2018,6:07,BROOKLYN,11226,40.65249,-73.95267,"(40.65249, -73.95267)",LINDEN BOULEVARD                ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3876354,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/07/2018,6:15,BRONX,10464,40.84879,-73.78708,"(40.84879, -73.78708)",,,379       CITY ISLAND AVENUE            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877097,PASSENGER VEHICLE,CONV,,,
04/07/2018,6:15,QUEENS,11101,40.74525,-73.95575,"(40.74525, -73.95575)",47 ROAD                         ,5 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876338,DS,,,,
04/07/2018,6:20,MANHATTAN,10011,40.73736,-73.99685,"(40.73736, -73.99685)",WEST 14 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3876534,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,6:40,MANHATTAN,10001,40.751656,-73.99014,"(40.751656, -73.99014)",WEST 35 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,3876803,BU,TAXI,,,
04/07/2018,6:40,,,40.75224,-73.820854,"(40.75224, -73.820854)",45 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876504,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,6:40,BROOKLYN,11203,40.64207,-73.93037,"(40.64207, -73.93037)",EAST 49 STREET                  ,AVENUE D,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3877381,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
04/07/2018,6:45,QUEENS,11422,40.66537,-73.73254,"(40.66537, -73.73254)",SOUTH CONDUIT AVENUE            ,246 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876369,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,6:55,,,40.638767,-74.02162,"(40.638767, -74.02162)",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,3876522,PASSENGER VEHICLE,,,,
04/07/2018,7:00,BRONX,10451,40.809242,-73.93063,"(40.809242, -73.93063)",,,220       EAST 134 STREET               ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3877260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,7:00,,,40.724693,-73.99419,"(40.724693, -73.99419)",MOTT STREET                     ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877284,SPORT UTILITY / STATION WAGON,,,,
04/07/2018,7:20,,,40.750195,-73.939835,"(40.750195, -73.939835)",QUEENS PLAZA SOUTH              ,27 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3876381,TK,SPORT UTILITY / STATION WAGON,,,
04/07/2018,7:39,,,40.7247,-74.00932,"(40.7247, -74.00932)",CANAL STREET                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3876406,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,7:45,,,40.670998,-73.862236,"(40.670998, -73.862236)",FORBELL STREET                  ,,,0,0,0,0,0,0,0,0,,,,,,3877581,,,,,
04/07/2018,8:05,BROOKLYN,11208,40.691067,-73.86866,"(40.691067, -73.86866)",,,1002      JAMAICA AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3877568,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/07/2018,8:15,BROOKLYN,11235,40.577747,-73.96349,"(40.577747, -73.96349)",,,3066      BRIGHTON 4 STREET             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877125,SPORT UTILITY / STATION WAGON,TK,,,
04/07/2018,8:30,BRONX,10467,40.875576,-73.87744,"(40.875576, -73.87744)",,,277       EAST 207 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876453,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,8:30,MANHATTAN,10037,40.810936,-73.93687,"(40.810936, -73.93687)",,,2120      MADISON AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3877559,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/07/2018,8:30,,,40.696842,-73.85281,"(40.696842, -73.85281)",85 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876915,TK,,,,
04/07/2018,8:30,QUEENS,11692,40.592014,-73.78413,"(40.592014, -73.78413)",EDGEMERE AVENUE                 ,BEACH 54 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3876413,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,8:37,MANHATTAN,10032,40.84019,-73.94307,"(40.84019, -73.94307)",WEST 165 STREET                 ,FORT WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877390,PASSENGER VEHICLE,TAXI,,,
04/07/2018,8:40,BROOKLYN,11208,40.673145,-73.86278,"(40.673145, -73.86278)",,,382       FORBELL STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3877574,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/07/2018,8:58,,,40.74356,-73.96155,"(40.74356, -73.96155)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3876609,TAXI,PASSENGER VEHICLE,,,
04/07/2018,9:00,STATEN ISLAND,10312,40.52587,-74.16765,"(40.52587, -74.16765)",OCEANVIEW AVENUE                ,2 COURT,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877118,PASSENGER VEHICLE,,,,
04/07/2018,9:00,,,40.674026,-73.73033,"(40.674026, -73.73033)",MERRICK BOULEVARD               ,243 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3876761,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,9:00,,,40.85432,-73.92826,"(40.85432, -73.92826)",WEST 190 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3877416,PASSENGER VEHICLE,,,,
04/07/2018,9:05,,,,,,FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3880053,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2018,9:15,MANHATTAN,10005,40.70734,-74.00865,"(40.70734, -74.00865)",CEDAR STREET                    ,WILLIAM STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3876407,TK,SPORT UTILITY / STATION WAGON,,,
04/07/2018,9:15,QUEENS,11432,40.71865,-73.7928,"(40.71865, -73.7928)",,,172-38    GRAND CENTRAL PARKWAY         ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3877064,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,9:15,,,40.604027,-73.89875,"(40.604027, -73.89875)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879684,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/07/2018,9:19,,,40.830738,-73.9105,"(40.830738, -73.9105)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3877853,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/07/2018,9:20,BRONX,10475,40.878056,-73.83482,"(40.878056, -73.83482)",GIVAN AVENUE                    ,PALMER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878088,PASSENGER VEHICLE,,,,
04/07/2018,9:20,STATEN ISLAND,10310,40.629368,-74.112946,"(40.629368, -74.112946)",,,725       FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876418,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/07/2018,9:28,,,40.826515,-73.917946,"(40.826515, -73.917946)",MORRIS AVENUE                   ,,,1,0,1,0,0,0,0,0,,,,,,3877178,,,,,
04/07/2018,9:30,STATEN ISLAND,10306,40.562996,-74.140495,"(40.562996, -74.140495)",CORONA AVENUE                   ,FULLER COURT,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876633,PASSENGER VEHICLE,,,,
04/07/2018,9:40,,,40.608505,-74.133125,"(40.608505, -74.133125)",NORTH GANNON AVENUE             ,MANN AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3876428,TAXI,SPORT UTILITY / STATION WAGON,,,
