DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/18/2018,13:10,QUEENS,11377,40.73762,-73.89546,"(40.73762, -73.89546)",,,69-14     49 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3883754,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/18/2018,13:10,,,40.856625,-73.8319,"(40.856625, -73.8319)",HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3886175,AM,SPORT UTILITY / STATION WAGON,,,
04/18/2018,13:11,BROOKLYN,11232,40.65207,-74.00676,"(40.65207, -74.00676)",40 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3883575,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,13:15,BROOKLYN,11204,40.622787,-73.9901,"(40.622787, -73.9901)",17 AVENUE                       ,61 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3883674,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,13:16,MANHATTAN,10011,,,,12 AVENUE                       ,WEST 24 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3884461,SPORT UTILITY / STATION WAGON,TK,,,
04/18/2018,13:20,,,40.6139,-73.969925,"(40.6139, -73.969925)",EAST 5 STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883076,TAXI,,,,
04/18/2018,13:20,,,40.835808,-73.949455,"(40.835808, -73.949455)",HENRY HUDSON PARKWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3883385,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,13:30,BROOKLYN,11236,40.64279,-73.90881,"(40.64279, -73.90881)",,,1077      REMSEN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3884410,BU,,,,
04/18/2018,13:30,STATEN ISLAND,10304,40.596054,-74.088295,"(40.596054, -74.088295)",OLD TOWN ROAD                   ,NORTH RAILROAD AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3883743,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/18/2018,13:30,,,40.746616,-73.99382,"(40.746616, -73.99382)",7 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3886704,TK,TAXI,,,
04/18/2018,13:35,BROOKLYN,11249,40.70483,-73.96633,"(40.70483, -73.96633)",WYTHE AVENUE                    ,CLYMER STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3883349,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,13:35,MANHATTAN,10018,40.758976,-73.99394,"(40.758976, -73.99394)",DYER AVENUE                     ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3884771,TAXI,TAXI,,,
04/18/2018,13:40,QUEENS,11415,40.706738,-73.83375,"(40.706738, -73.83375)",,,118-45    METROPOLITAN AVENUE           ,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Following Too Closely,,,,3886859,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,13:45,BRONX,10461,40.857365,-73.84657,"(40.857365, -73.84657)",,,1400      PELHAM PARKWAY SOUTH          ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3886050,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,13:45,,,40.697838,-73.960075,"(40.697838, -73.960075)",KENT AVENUE                     ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3883283,TK,SPORT UTILITY / STATION WAGON,,,
04/18/2018,13:46,MANHATTAN,10018,40.753784,-73.99323,"(40.753784, -73.99323)",,,315       WEST 36 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3884371,PASSENGER VEHICLE,VN,,,
04/18/2018,13:50,BRONX,10474,40.822533,-73.88509,"(40.822533, -73.88509)",BRUCKNER BOULEVARD              ,EDGEWATER ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3883627,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/18/2018,13:50,BROOKLYN,11234,40.60981,-73.92251,"(40.60981, -73.92251)",FLATBUSH AVENUE                 ,AVENUE U,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3883631,PASSENGER VEHICLE,TAXI,,,
04/18/2018,13:50,QUEENS,11101,40.75204,-73.92875,"(40.75204, -73.92875)",NORTHERN BOULEVARD              ,38 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883648,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,13:55,QUEENS,11428,40.728344,-73.735466,"(40.728344, -73.735466)",BRADDOCK AVENUE                 ,222 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3883571,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:00,,,40.798615,-73.94375,"(40.798615, -73.94375)",EAST 115 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3887713,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:00,,,40.858868,-73.89113,"(40.858868, -73.89113)",EAST 188 STREET                 ,3 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3884287,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:00,,,40.769993,-73.915825,"(40.769993, -73.915825)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3883650,SPORT UTILITY / STATION WAGON,AMBUL,,,
04/18/2018,14:00,,,40.806705,-73.96486,"(40.806705, -73.96486)",WEST 114 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3887989,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:00,,,40.734673,-73.99459,"(40.734673, -73.99459)",5 AVENUE                        ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3884441,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/18/2018,14:00,QUEENS,11411,40.70003,-73.745895,"(40.70003, -73.745895)",208 STREET                      ,115 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3883035,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/18/2018,14:03,QUEENS,11375,40.720165,-73.844795,"(40.720165, -73.844795)",AUSTIN STREET                   ,71 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3883622,BICYCLE,,,,
04/18/2018,14:04,MANHATTAN,10036,40.75898,-73.99595,"(40.75898, -73.99595)",WEST 41 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3884555,VN,TAXI,,,
04/18/2018,14:10,,,40.743156,-73.97213,"(40.743156, -73.97213)",FDR DRIVE                       ,EAST 34 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3886001,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:13,,,40.858994,-73.90573,"(40.858994, -73.90573)",GRAND AVENUE                    ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3883694,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:15,MANHATTAN,10019,,,,12TH AVE                        ,W 56TH ST,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883361,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:15,,,40.758533,-73.98885,"(40.758533, -73.98885)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3884388,PASSENGER VEHICLE,FDNY,,,
04/18/2018,14:15,,,40.76285,-73.967735,"(40.76285, -73.967735)",EAST 60 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3883366,TAXI,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:45,BRONX,10463,40.889748,-73.91291,"(40.889748, -73.91291)",WEST 239 STREET                 ,INDEPENDENCE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3884278,PASSENGER VEHICLE,BU,,,
04/18/2018,14:20,BROOKLYN,11220,40.63396,-74.01476,"(40.63396, -74.01476)",7 AVENUE                        ,65 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3883681,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:20,BROOKLYN,11221,40.68934,-73.923325,"(40.68934, -73.923325)",,,1014      GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3883812,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:20,MANHATTAN,10036,40.75846,-73.98288,"(40.75846, -73.98288)",,,132       WEST 47 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3884446,TAXI,TAXI,,,
04/18/2018,14:20,BRONX,10460,40.839798,-73.873604,"(40.839798, -73.873604)",EAST TREMONT AVENUE             ,MORRIS PARK AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3884542,PASSENGER VEHICLE,MOTORCYCLE,,,
04/18/2018,14:20,QUEENS,11101,40.753857,-73.91764,"(40.753857, -73.91764)",NORTHERN BOULEVARD              ,45 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3883651,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:24,BROOKLYN,11215,40.666656,-73.981766,"(40.666656, -73.981766)",,,335       7 AVENUE                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3887641,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:25,BROOKLYN,11238,40.682,-73.96867,"(40.682, -73.96867)",CLERMONT AVENUE                 ,ATLANTIC AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3883629,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:25,,,40.610508,-74.09576,"(40.610508, -74.09576)",,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3884219,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:30,BROOKLYN,11201,40.690086,-73.988976,"(40.690086, -73.988976)",,,120       SCHERMERHORN STREET           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3883656,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/18/2018,14:30,BROOKLYN,11236,40.6481,-73.91474,"(40.6481, -73.91474)",DITMAS AVENUE                   ,REMSEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883052,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,14:30,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3884769,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:30,,,40.728947,-73.92793,"(40.728947, -73.92793)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3884139,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
04/18/2018,14:33,BROOKLYN,11209,40.61283,-74.03365,"(40.61283, -74.03365)",100 STREET                      ,4 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883628,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:34,BRONX,10462,40.842342,-73.84417,"(40.842342, -73.84417)",,,1601      METROPOLITAN AVENUE           ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3886147,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:35,,,,,,,,79        WEST DRIVE                    ,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,3883882,BICYCLE,BICYCLE,,,
04/18/2018,14:38,MANHATTAN,10023,40.77435,-73.98476,"(40.77435, -73.98476)",,,122       AMSTERDAM AVENUE              ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3884399,PASSENGER VEHICLE,TK,,,
04/18/2018,14:38,MANHATTAN,10075,40.774967,-73.9568,"(40.774967, -73.9568)",3 AVENUE                        ,EAST 80 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3883433,TK,PASSENGER VEHICLE,,,
04/18/2018,14:39,BRONX,10461,40.85025,-73.8449,"(40.85025, -73.8449)",,,1825      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3883073,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:40,MANHATTAN,10009,40.7305,-73.98268,"(40.7305, -73.98268)",,,405       EAST 13 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3884458,PASSENGER VEHICLE,TK,,,
04/18/2018,14:40,,,40.758327,-73.957825,"(40.758327, -73.957825)",QUEENSBORO BRIDGE LOWER ROADWAY ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3884216,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:40,QUEENS,11385,40.70833,-73.86305,"(40.70833, -73.86305)",88 STREET                       ,74 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3887121,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,14:42,BRONX,10475,40.885952,-73.8279,"(40.885952, -73.8279)",BOSTON ROAD                     ,CONNER STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3883810,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:43,MANHATTAN,10128,40.78257,-73.94522,"(40.78257, -73.94522)",1 AVENUE                        ,EAST 95 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3884784,BICYCLE,TAXI,,,
04/18/2018,14:45,BRONX,10457,40.845966,-73.89224,"(40.845966, -73.89224)",HUGHES AVENUE                   ,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3884535,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:45,BROOKLYN,11214,40.60692,-74.00299,"(40.60692, -74.00299)",,,8607      18 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3883657,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,14:45,MANHATTAN,10022,40.7616,-73.96865,"(40.7616, -73.96865)",EAST 58 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883950,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:45,QUEENS,11354,40.77124,-73.84371,"(40.77124, -73.84371)",30 AVENUE                       ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3883284,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:45,QUEENS,11365,40.74319,-73.778755,"(40.74319, -73.778755)",HORACE HARDING EXPRESSWAY       ,197 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3883645,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:45,,,40.837894,-73.88138,"(40.837894, -73.88138)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3883695,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:46,BROOKLYN,11208,40.672504,-73.869286,"(40.672504, -73.869286)",,,621       CRESCENT STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3883010,SPORT UTILITY / STATION WAGON,BU,,,
04/18/2018,14:50,QUEENS,11420,40.67667,-73.80206,"(40.67667, -73.80206)",VANWYCK EXPRESSWAY              ,139 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3885907,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,14:50,,,40.699505,-73.88883,"(40.699505, -73.88883)",COOPER AVENUE                   ,CYPRESS HILLS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883916,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:50,,,40.717014,-73.7994,"(40.717014, -73.7994)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3883871,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:50,,,40.78318,-73.94362,"(40.78318, -73.94362)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3883697,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/18/2018,14:55,MANHATTAN,10022,40.760925,-73.96705,"(40.760925, -73.96705)",3 AVENUE                        ,EAST 58 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883721,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:55,,,,,,Liberty avenue                  ,119 street,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3883705,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,14:57,MANHATTAN,10003,40.73403,-73.995056,"(40.73403, -73.995056)",EAST 11 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3884451,PASSENGER VEHICLE,,,,
04/18/2018,14:57,QUEENS,11358,40.76259,-73.80464,"(40.76259, -73.80464)",NORTHERN BOULEVARD              ,161 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3883286,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,14:57,,,40.78143,-73.954185,"(40.78143, -73.954185)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3884355,SPORT UTILITY / STATION WAGON,,,,
04/18/2018,14:58,MANHATTAN,10034,40.871136,-73.91194,"(40.871136, -73.91194)",,,400       WEST 219 STREET               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3883811,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,15:00,BRONX,10459,40.821415,-73.88933,"(40.821415, -73.88933)",BRUCKNER BOULEVARD              ,FAILE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883653,BU,,,,
04/18/2018,15:00,MANHATTAN,10010,40.738216,-73.98568,"(40.738216, -73.98568)",GRAMERCY PARK NORTH             ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3884251,TAXI,TK,,,
04/18/2018,15:00,QUEENS,11411,40.70003,-73.745895,"(40.70003, -73.745895)",208 STREET                      ,115 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3885296,PASSENGER VEHICLE,,,,
04/18/2018,15:00,QUEENS,11422,,,,FRANCIS. LEWIS BLVD             ,245 ST,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883036,PASSENGER VEHICLE,,,,
04/18/2018,15:00,,,40.708447,-73.800224,"(40.708447, -73.800224)",LIBERTY AVENUE                  ,CONDUIT BOULEVARD,,0,0,0,0,0,0,0,0,,,,,,3883014,,,,,
04/18/2018,15:00,,,,,,SOUTH CONDUIT AVENUE            ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3883706,BU,PASSENGER VEHICLE,,,
04/18/2018,15:00,,,40.633877,-74.14318,"(40.633877, -74.14318)",,,58        INNIS STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883668,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,15:00,,,,,,lefferts boulevard              ,133 street,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3883703,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2018,15:00,,,40.686077,-74.00038,"(40.686077, -74.00038)",BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3885690,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,15:04,BRONX,10462,40.834312,-73.85792,"(40.834312, -73.85792)",BENEDICT AVENUE                 ,PUGSLEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3884480,BU,,,,
04/18/2018,15:05,,,40.705833,-73.81812,"(40.705833, -73.81812)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3885703,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,15:07,MANHATTAN,10010,40.7406,-73.989426,"(40.7406, -73.989426)",EAST 22 STREET                  ,BROADWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3883864,PICK-UP TRUCK,TAXI,,,
04/18/2018,15:09,QUEENS,11432,40.708447,-73.800224,"(40.708447, -73.800224)",HILLSIDE AVENUE                 ,162 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3883684,TRAIL,PASSENGER VEHICLE,,,
04/18/2018,15:10,BROOKLYN,11234,40.62038,-73.938545,"(40.62038, -73.938545)",,,3733      AVENUE M                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3883594,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,15:10,,,40.617275,-73.96667,"(40.617275, -73.96667)",AVENUE M                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3883078,PASSENGER VEHICLE,,,,
04/18/2018,15:10,,,40.806343,-73.93318,"(40.806343, -73.93318)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3883691,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,15:10,,,40.563915,-74.11637,"(40.563915, -74.11637)",HYLAN BOULEVARD                 ,TYSENS LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3883719,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,15:15,BROOKLYN,11237,40.702713,-73.91845,"(40.702713, -73.91845)",,,308       STANHOPE STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3883738,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,15:15,MANHATTAN,10022,40.757362,-73.96068,"(40.757362, -73.96068)",EAST 57 STREET                  ,SUTTON PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3883734,BICYCLE,TAXI,,,
04/18/2018,15:15,QUEENS,11354,40.763588,-73.83603,"(40.763588, -73.83603)",COLLEGE POINT BOULEVARD         ,35 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3883018,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2018,15:15,QUEENS,11434,40.718254,-73.987305,"(40.718254, -73.987305)",,,114-06    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3884749,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/18/2018,15:20,MANHATTAN,10030,40.82092,-73.94333,"(40.82092, -73.94333)",8 AVENUE                        ,WEST 142 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3884563,TAXI,,,,
04/18/2018,15:20,,,40.611095,-74.11467,"(40.611095, -74.11467)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3884218,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,15:20,,,40.59907,-73.90498,"(40.59907, -73.90498)",BELT PARKWAY                    ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3884447,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,15:25,QUEENS,11435,40.704483,-73.8142,"(40.704483, -73.8142)",,,139-07    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3884311,PASSENGER VEHICLE,,,,
04/18/2018,15:30,BRONX,10461,40.603615,-74.06931,"(40.603615, -74.06931)",,,2800      MIDDLETOWN ROAD               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883662,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/18/2018,15:30,BROOKLYN,11213,40.665535,-73.93699,"(40.665535, -73.93699)",CROWN STREET                    ,TROY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3883664,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/18/2018,15:30,STATEN ISLAND,10314,40.580616,-74.152534,"(40.580616, -74.152534)",RICHMOND HILL ROAD              ,FOREST HILL ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3883744,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/18/2018,15:30,,,40.834644,-73.865036,"(40.834644, -73.865036)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883696,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2018,15:30,,,40.71572,-73.87532,"(40.71572, -73.87532)",JUNIPER VALLEY ROAD             ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3883920,PASSENGER VEHICLE,BU,,,
04/18/2018,15:30,,,,,,RICHMOND HILL ROAD              ,EDINBORO ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3883848,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
